chrom	tss	strand	gene_name	gene_type
chr19	3172346	+	S1PR4	protein_coding
chr19	3185563	+	NCLN	protein_coding
chr19	3224661	+	CELF5	protein_coding
chr19	3314403	+	NFIC	protein_coding
chr19	3480525	-	SMIM24	protein_coding
chr19	3483441	-	SMIM44	protein_coding
chr19	3500674	-	DOHH	protein_coding
chr19	3506311	+	FZR1	protein_coding
chr19	3574290	-	MFSD12	protein_coding
chr19	3539171	+	TEKTIP1	protein_coding
chr19	3572777	+	HMG20B	protein_coding
chr19	3585478	+	GIPC3	protein_coding
chr19	3606875	-	TBXA2R	protein_coding
chr19	3626815	-	CACTIN	protein_coding
chr19	3700468	-	PIP5K1C	protein_coding
chr19	3708362	+	TJP3	protein_coding
chr19	3761692	-	APBA3	protein_coding
chr19	3762682	+	MRPL54	protein_coding
chr19	3772228	-	RAX2	protein_coding
chr19	3802129	-	MATK	protein_coding
chr19	3869038	-	ZFR2	protein_coding
chr19	3879864	+	ATCAY	protein_coding
chr19	3933069	+	NMRK2	protein_coding
chr19	3971123	-	DAPK3	protein_coding
chr19	3985463	-	EEF2	protein_coding
chr19	4007736	+	PIAS4	protein_coding
chr19	4066899	-	ZBTB7A	protein_coding
chr19	4124122	-	MAP2K2	protein_coding
chr19	4153631	+	CREB3L3	protein_coding
chr19	4182566	-	SIRT6	protein_coding
chr19	4182689	+	ANKRD24	protein_coding
chr19	4229523	+	EBI3	protein_coding
chr19	4247080	+	YJU2	protein_coding
chr19	4279266	+	SHD	protein_coding
chr19	4302431	-	TMIGD2	protein_coding
chr19	4304598	+	FSD1	protein_coding
chr19	4342786	-	STAP2	protein_coding
chr19	4343527	+	MPND	protein_coding
chr19	4400547	-	SH3GL1	protein_coding
chr19	4402640	+	CHAF1A	protein_coding
chr19	4457794	-	UBXN6	protein_coding
chr19	4472297	+	HDGFL2	protein_coding
chr19	4518486	-	PLIN4	protein_coding
chr19	4535224	-	PLIN5	protein_coding
chr19	4540067	-	ENSG00000267385	protein_coding
chr19	4540036	-	LRG1	protein_coding
chr19	4581776	-	SEMA6B	protein_coding
chr19	4639516	+	TNFAIP8L1	protein_coding
chr19	4670362	-	MYDGF	protein_coding
chr19	4724673	-	DPP9	protein_coding
chr19	4791734	+	FEM1A	protein_coding
chr19	4831712	-	TICAM1	protein_coding
chr19	4867694	-	PLIN3	protein_coding
chr19	4902896	-	ARRDC5	protein_coding
chr19	4903080	+	UHRF1	protein_coding
chr19	4969113	+	KDM4B	protein_coding
chr19	5340812	-	PTPRS	protein_coding
chr19	5455417	+	ZNRF4	protein_coding
chr19	5578349	-	TINCR	protein_coding
chr19	5624046	-	SAFB2	protein_coding
chr19	5623035	+	SAFB	protein_coding
chr19	5674947	+	RPL36	protein_coding
chr19	5680516	-	MICOS13	protein_coding
chr19	5680604	+	HSD11B1L	protein_coding
chr19	5720572	-	LONP1	protein_coding
chr19	5720637	+	CATSPERD	protein_coding
chr19	5784746	-	PRR22	protein_coding
chr19	5785619	-	ENSG00000267157	protein_coding
chr19	5791225	-	DUS3L	protein_coding
chr19	5805067	+	NRTN	protein_coding
chr19	5839722	-	FUT6	protein_coding
chr19	5851471	-	FUT3	protein_coding
chr19	5870540	-	FUT5	protein_coding
chr19	5903787	-	ENSG00000267740	protein_coding
chr19	5904006	-	NDUFA11	protein_coding
chr19	5904841	+	ENSG00000267314	protein_coding
chr19	5904872	+	VMAC	protein_coding
chr19	5912339	+	CAPS	protein_coding
chr19	5978142	-	RANBP3	protein_coding
chr19	6199572	-	RFX2	protein_coding
chr19	6135247	+	ACSBG2	protein_coding
chr19	6279975	-	MLLT1	protein_coding
chr19	6333612	-	ACER1	protein_coding
chr19	6361531	+	CLPP	protein_coding
chr19	6372794	+	ALKBH7	protein_coding
chr19	6379058	-	PSPN	protein_coding
chr19	6393981	-	GTF2F1	protein_coding
chr19	6424811	-	KHSRP	protein_coding
chr19	6433779	-	SLC25A41	protein_coding
chr19	6465203	-	SLC25A23	protein_coding
chr19	6463777	+	CRB3	protein_coding
chr19	6482557	-	DENND1C	protein_coding
chr19	6502848	-	TUBB4A	protein_coding
chr19	6531026	+	TNFSF9	protein_coding
chr19	6604103	-	CD70	protein_coding
chr19	6670588	-	TNFSF14	protein_coding
chr19	6730562	-	C3	protein_coding
chr19	6737580	-	GPR108	protein_coding
chr19	6737925	+	TRIP10	protein_coding
chr19	6767463	-	SH2D3A	protein_coding
chr19	6772708	+	VAV1	protein_coding
chr19	6887566	+	ADGRE1	protein_coding
chr19	7021431	-	MBD3L2B	protein_coding
chr19	7030578	+	MBD3L5	protein_coding
chr19	7040179	-	MBD3L4	protein_coding
chr19	7049321	+	MBD3L2	protein_coding
chr19	7069665	-	MBD3L3	protein_coding
chr19	7069703	+	ZNF557	protein_coding
chr19	7294414	-	INSR	protein_coding
chr19	7348937	+	ARHGEF18	protein_coding
chr19	7497449	-	PEX11G	protein_coding
chr19	7492976	+	TEX45	protein_coding
chr19	7507052	+	ENSG00000267952	protein_coding
chr19	7515292	+	ZNF358	protein_coding
chr19	7522624	+	MCOLN1	protein_coding
chr19	7533595	+	ENSG00000268614	protein_coding
chr19	7534004	+	PNPLA6	protein_coding
chr19	7595863	+	CAMSAP3	protein_coding
chr19	7629545	-	XAB2	protein_coding
chr19	7629788	+	PET100	protein_coding
chr19	7629796	+	ENSG00000268400	protein_coding
chr19	7633719	-	PCP2	protein_coding
chr19	7636772	+	STXBP2	protein_coding
chr19	7669049	+	RETN	protein_coding
chr19	7677088	+	MCEMP1	protein_coding
chr19	7678501	+	ENSG00000269711	protein_coding
chr19	7680833	+	TRAPPC5	protein_coding
chr19	7702146	-	FCER2	protein_coding
chr19	7733906	-	CLEC4G	protein_coding
chr19	7745662	-	ENSG00000288669	protein_coding
chr19	7747564	-	CD209	protein_coding
chr19	7763210	+	CLEC4M	protein_coding
chr19	7830218	+	EVI5L	protein_coding
chr19	7874390	-	PRR36	protein_coding
chr19	7888505	+	LRRC8E	protein_coding
chr19	7903843	+	MAP2K7	protein_coding
chr19	7914830	+	TGFBR3L	protein_coding
chr19	7920338	+	SNAPC2	protein_coding
chr19	7926135	-	CTXN1	protein_coding
chr19	7943667	-	TIMM44	protein_coding
chr19	8005659	-	ELAVL1	protein_coding
chr19	8052318	+	CCL25	protein_coding
chr19	8149592	-	FBN3	protein_coding
chr19	8206736	+	CERS4	protein_coding
chr19	8308358	-	CD320	protein_coding
chr19	8321379	-	ENSG00000167774	protein_coding
chr19	8321375	-	NDUFA7	protein_coding
chr19	8321158	+	RPS28	protein_coding
chr19	8343262	-	KANK3	protein_coding
chr19	8363289	+	ANGPTL4	protein_coding
chr19	8389981	+	RAB11B	protein_coding
chr19	8413270	+	MARCHF2	protein_coding
chr19	8444767	+	HNRNPM	protein_coding
chr19	8502640	-	PRAM1	protein_coding
chr19	8514167	-	ZNF414	protein_coding
chr19	8577577	-	MYO1F	protein_coding
chr19	8610735	-	ADAMTS10	protein_coding
chr19	8630633	+	NFILZ	protein_coding
chr19	8698795	-	ACTL9	protein_coding
chr19	8721634	+	OR2Z1	protein_coding
chr19	8832314	-	ZNF558	protein_coding
chr19	8832377	+	MBD3L1	protein_coding
chr19	9010390	-	MUC16	protein_coding
chr19	9087061	+	OR1M1	protein_coding
chr19	9107475	-	OR7G2	protein_coding
chr19	9115763	-	OR7G1	protein_coding
chr19	9126950	-	OR7G3	protein_coding
chr19	9140397	+	ZNF317	protein_coding
chr19	9178979	+	OR7D2	protein_coding
chr19	9219589	-	OR7D4	protein_coding
chr19	9247344	+	OR7E24	protein_coding
chr19	9309838	-	ZNF699	protein_coding
chr19	9323772	+	ZNF559	protein_coding
chr19	9324174	+	ZNF559-ZNF177	protein_coding
chr19	9363013	+	ZNF177	protein_coding
chr19	9435573	-	ZNF266	protein_coding
chr19	9498616	-	ZNF560	protein_coding
chr19	9538645	-	ZNF426	protein_coding
chr19	9584504	-	ZNF121	protein_coding
chr19	9621236	-	ZNF561	protein_coding
chr19	9675100	-	ZNF562	protein_coding
chr19	9793180	-	ZNF846	protein_coding
chr19	9827816	-	FBXL12	protein_coding
chr19	9827892	+	UBL5	protein_coding
chr19	9835257	+	PIN1	protein_coding
chr19	9936515	-	OLFM2	protein_coding
chr19	10010504	-	COL5A3	protein_coding
chr19	10013249	+	RDH8	protein_coding
chr19	10086122	+	SHFL	protein_coding
chr19	10102678	-	ANGPTL6	protein_coding
chr19	10106223	+	PPAN-P2RY11	protein_coding
chr19	10106362	+	PPAN	protein_coding
chr19	10111693	+	P2RY11	protein_coding
chr19	10119918	-	EIF3G	protein_coding
chr19	10231286	-	DNMT1	protein_coding
chr19	10231331	-	S1PR2	protein_coding
chr19	10251901	+	MRPL4	protein_coding
chr19	10271093	+	ICAM1	protein_coding
chr19	10286955	+	ICAM4	protein_coding
chr19	10289952	+	ICAM5	protein_coding
chr19	10309880	-	ZGLP1	protein_coding
chr19	10316009	-	ENSG00000167807	protein_coding
chr19	10316015	-	FDX2	protein_coding
chr19	10320678	-	ENSG00000267303	protein_coding
chr19	10333529	-	RAVER1	protein_coding
chr19	10339661	-	ICAM3	protein_coding
chr19	10380608	-	TYK2	protein_coding
chr19	10420121	-	CDC37	protein_coding
chr19	10416773	+	PDE4A	protein_coding
chr19	10503558	-	KEAP1	protein_coding
chr19	10517931	-	S1PR5	protein_coding
chr19	10543895	+	ATG4D	protein_coding
chr19	10566031	-	KRI1	protein_coding
chr19	10569059	-	CDKN2D	protein_coding
chr19	10587315	-	AP1M2	protein_coding
chr19	10602457	+	SLC44A2	protein_coding
chr19	10654304	+	ILF3	protein_coding
chr19	10701430	+	QTRT1	protein_coding
chr19	10718055	+	DNM2	protein_coding
chr19	10836318	-	TMED1	protein_coding
chr19	10836575	+	C19orf38	protein_coding
chr19	10871553	+	CARM1	protein_coding
chr19	10928681	-	YIPF2	protein_coding
chr19	10928811	+	TIMM29	protein_coding
chr19	10960932	+	SMARCA4	protein_coding
chr19	11089418	+	LDLR	protein_coding
chr19	11155807	-	SPC24	protein_coding
chr19	11197791	-	KANK2	protein_coding
chr19	11262524	-	DOCK6	protein_coding
chr19	11237502	+	ANGPTL8	protein_coding
chr19	11296139	+	TSPAN16	protein_coding
chr19	11346270	-	RAB3D	protein_coding
chr19	11346518	-	TMEM205	protein_coding
chr19	11344684	+	CCDC159	protein_coding
chr19	11355386	+	PLPPR2	protein_coding
chr19	11374666	+	SWSAP1	protein_coding
chr19	11384342	-	EPOR	protein_coding
chr19	11419328	-	RGL3	protein_coding
chr19	11435782	-	ODAD3	protein_coding
chr19	11435284	+	PRKCSH	protein_coding
chr19	11481046	-	ELAVL3	protein_coding
chr19	11505698	-	ENSG00000267477	protein_coding
chr19	11505839	-	ZNF653	protein_coding
chr19	11529172	-	ECSIT	protein_coding
chr19	11538767	+	CNN1	protein_coding
chr19	11559230	-	ELOF1	protein_coding
chr19	11559374	+	ZNF627	protein_coding
chr19	11579993	-	ACP5	protein_coding
chr19	11739009	-	ZNF823	protein_coding
chr19	11767000	+	ZNF441	protein_coding
chr19	11797667	+	ZNF491	protein_coding
chr19	11814273	+	ZNF440	protein_coding
chr19	11848726	+	ZNF439	protein_coding
chr19	11887782	+	ZNF69	protein_coding
chr19	11925068	+	ZNF700	protein_coding
chr19	11925075	+	ENSG00000267179	protein_coding
chr19	11965037	+	ZNF763	protein_coding
chr19	11987641	+	ENSG00000286098	protein_coding
chr19	12035741	-	ZNF433	protein_coding
chr19	12052967	-	ENSG00000257355	protein_coding
chr19	12052961	-	ZNF878	protein_coding
chr19	12064731	+	ZNF844	protein_coding
chr19	12075327	+	ENSG00000286132	protein_coding
chr19	12140355	-	ZNF20	protein_coding
chr19	12156731	-	ZNF625-ZNF20	protein_coding
chr19	12156734	-	ZNF625	protein_coding
chr19	12163064	+	ZNF136	protein_coding
chr19	12294883	-	ZNF44	protein_coding
chr19	12333720	-	ZNF563	protein_coding
chr19	12365905	-	ZNF442	protein_coding
chr19	12401271	-	ZNF799	protein_coding
chr19	12441082	-	ENSG00000268870	protein_coding
chr19	12441021	-	ZNF443	protein_coding
chr19	12484816	-	ENSG00000269755	protein_coding
chr19	12513854	-	ZNF709	protein_coding
chr19	12551474	-	ENSG00000196826	protein_coding
chr19	12551542	-	ZNF564	protein_coding
chr19	12580975	-	ENSG00000269693	protein_coding
chr19	12640098	-	ZNF490	protein_coding
chr19	12610918	+	ZNF791	protein_coding
chr19	12648397	-	ENSG00000269242	protein_coding
chr19	12666742	-	MAN2B1	protein_coding
chr19	12669397	-	ENSG00000269590	protein_coding
chr19	12666802	+	WDR83	protein_coding
chr19	12681834	-	ENSG00000285589	protein_coding
chr19	12669415	-	WDR83OS	protein_coding
chr19	12681880	-	DHPS	protein_coding
chr19	12687998	+	GNG14	protein_coding
chr19	12696631	-	FBXW9	protein_coding
chr19	12724011	-	TNPO2	protein_coding
chr19	12734684	-	TRIR	protein_coding
chr19	12737139	+	GET3	protein_coding
chr19	12751702	+	BEST2	protein_coding
chr19	12872740	-	HOOK2	protein_coding
chr19	12791486	+	JUNB	protein_coding
chr19	12801800	-	PRDX2	protein_coding
chr19	12802031	+	THSD8	protein_coding
chr19	12806584	+	RNASEH2A	protein_coding
chr19	12835428	-	RTBDN	protein_coding
chr19	12833951	+	MAST1	protein_coding
chr19	12881595	-	DNASE2	protein_coding
chr19	12887201	-	KLF1	protein_coding
chr19	12891160	+	GCDH	protein_coding
chr19	12919293	-	SYCE2	protein_coding
chr19	12934037	-	FARSA	protein_coding
chr19	12938578	+	CALR	protein_coding
chr19	12945855	+	RAD23A	protein_coding
chr19	12957223	-	GADD45GIP1	protein_coding
chr19	12965159	+	DAND5	protein_coding
chr19	12995475	+	NFIX	protein_coding
chr19	13103161	-	LYL1	protein_coding
chr19	13117567	-	TRMT1	protein_coding
chr19	13116862	+	NACC1	protein_coding
chr19	13150383	-	STX10	protein_coding
chr19	13150411	+	IER2	protein_coding
chr19	13633025	-	CACNA1A	protein_coding
chr19	13731760	+	YJU2B	protein_coding
chr19	13764522	+	MRI1	protein_coding
chr19	13774456	+	C19orf53	protein_coding
chr19	13795443	+	ZSWIM4	protein_coding
chr19	13862063	+	NANOS3	protein_coding
chr19	13906452	-	BRME1	protein_coding
chr19	13906201	+	CC2D1A	protein_coding
chr19	13953392	-	PODNL1	protein_coding
chr19	13952509	+	DCAF15	protein_coding
chr19	14007039	-	RFX1	protein_coding
chr19	14028148	+	RLN3	protein_coding
chr19	14031762	+	IL27RA	protein_coding
chr19	14062076	-	PALM3	protein_coding
chr19	14072536	+	MISP3	protein_coding
chr19	14085875	-	C19orf67	protein_coding
chr19	14091036	-	SAMD1	protein_coding
chr19	14118084	-	PRKACA	protein_coding
chr19	14112476	-	SMIM46	protein_coding
chr19	14136613	-	ASF1B	protein_coding
chr19	14206187	-	ADGRL1	protein_coding
chr19	14380501	+	ADGRE5	protein_coding
chr19	14419383	-	DDX39A	protein_coding
chr19	14433053	+	PKN1	protein_coding
chr19	14475354	-	PTGER1	protein_coding
chr19	14496149	-	GIPC1	protein_coding
chr19	14560391	-	DNAJB1	protein_coding
chr19	14517085	+	TECR	protein_coding
chr19	14572066	-	NDUFB7	protein_coding
chr19	14583084	+	CLEC17A	protein_coding
chr19	14690027	-	ADGRE3	protein_coding
chr19	14689801	+	ZNF333	protein_coding
chr19	14778560	-	ADGRE2	protein_coding
chr19	14835376	-	OR7C1	protein_coding
chr19	14835185	-	OR7A5	protein_coding
chr19	14848922	-	OR7A10	protein_coding
chr19	14886132	-	OR7A17	protein_coding
chr19	14941489	+	OR7C2	protein_coding
chr19	15022990	-	SLC1A6	protein_coding
chr19	15010726	+	CCDC105	protein_coding
chr19	15049480	+	CASP14	protein_coding
chr19	15082211	+	OR1I1	protein_coding
chr19	15107401	+	SYDE1	protein_coding
chr19	15125786	-	ILVBL	protein_coding
chr19	15200995	-	NOTCH3	protein_coding
chr19	15233435	-	EPHX3	protein_coding
chr19	15332545	-	BRD4	protein_coding
chr19	15379815	-	AKAP8	protein_coding
chr19	15419141	-	AKAP8L	protein_coding
chr19	15449956	-	WIZ	protein_coding
chr19	15464544	-	RASAL3	protein_coding
chr19	15498956	-	PGLYRP2	protein_coding
chr19	15508525	+	CYP4F22	protein_coding
chr19	15615218	+	CYP4F8	protein_coding
chr19	15640897	+	CYP4F3	protein_coding
chr19	15673018	+	CYP4F12	protein_coding
chr19	15728024	+	OR10H2	protein_coding
chr19	15737985	+	OR10H3	protein_coding
chr19	15787661	+	OR10H5	protein_coding
chr19	15815664	-	OR10H1	protein_coding
chr19	15898077	-	CYP4F2	protein_coding
chr19	15934867	-	CYP4F11	protein_coding
chr19	15944299	+	OR10H4	protein_coding
chr19	16067021	+	TPM4	protein_coding
chr19	16111889	+	RAB8A	protein_coding
chr19	16134028	+	HSH2D	protein_coding
chr19	16173525	-	CIB3	protein_coding
chr19	16185380	+	FAM32A	protein_coding
chr19	16197854	+	AP1M1	protein_coding
chr19	16324826	+	KLF2	protein_coding
chr19	16472085	-	EPS15L1	protein_coding
chr19	16496167	-	CALR3	protein_coding
chr19	16628204	-	ENSG00000141979	protein_coding
chr19	16496394	+	C19orf44	protein_coding
chr19	16542437	-	CHERP	protein_coding
chr19	16572415	-	SLC35E1	protein_coding
chr19	16629062	-	MED26	protein_coding
chr19	16660115	-	ENSG00000268790	protein_coding
chr19	16660442	-	SMIM7	protein_coding
chr19	16661139	+	TMEM38A	protein_coding
chr19	16719847	+	NWD1	protein_coding
chr19	16829398	+	SIN3B	protein_coding
chr19	16888999	+	F2RL3	protein_coding
chr19	17026815	-	CPAMD8	protein_coding
chr19	17075625	-	HAUS8	protein_coding
chr19	17075777	+	MYO9B	protein_coding
chr19	17215346	+	USE1	protein_coding
chr19	17226213	+	OCEL1	protein_coding
chr19	17245919	-	NR2F6	protein_coding
chr19	17255448	-	ENSG00000269095	protein_coding
chr19	17282786	-	USHBP1	protein_coding
chr19	17267376	+	BABAM1	protein_coding
chr19	17267418	+	ENSG00000269307	protein_coding
chr19	17281645	+	ANKLE1	protein_coding
chr19	17310236	-	ABHD8	protein_coding
chr19	17292609	+	MRPL34	protein_coding
chr19	17309518	+	DDA1	protein_coding
chr19	17334855	-	ANO8	protein_coding
chr19	17334920	+	GTPBP3	protein_coding
chr19	17377342	-	PLVAP	protein_coding
chr19	17394196	-	CCDC194	protein_coding
chr19	17405630	-	BST2	protein_coding
chr19	17405722	+	MVB12A	protein_coding
chr19	17448668	-	TMEM221	protein_coding
chr19	17460804	-	ENSG00000269035	protein_coding
chr19	17460926	-	NXNL1	protein_coding
chr19	17468769	+	SLC27A1	protein_coding
chr19	17511636	+	PGLS	protein_coding
chr19	17523301	+	NIBAN3	protein_coding
chr19	17555649	+	COLGALT1	protein_coding
chr19	17688365	-	UNC13A	protein_coding
chr19	17719242	+	MAP1S	protein_coding
chr19	17747718	+	FCHO1	protein_coding
chr19	17794828	+	B3GNT3	protein_coding
chr19	17821574	-	INSL3	protein_coding
chr19	17848071	-	JAK3	protein_coding
chr19	17859910	+	RPL18A	protein_coding
chr19	17871945	+	SLC5A5	protein_coding
chr19	17933015	+	CCDC124	protein_coding
chr19	17951293	+	KCNN1	protein_coding
chr19	18001132	+	ARRDC2	protein_coding
chr19	18098944	-	IL12RB1	protein_coding
chr19	18097778	+	MAST3	protein_coding
chr19	18153158	+	ENSG00000268173	protein_coding
chr19	18153163	+	PIK3R2	protein_coding
chr19	18173162	+	IFI30	protein_coding
chr19	18193218	+	MPV17L2	protein_coding
chr19	18204042	-	RAB3A	protein_coding
chr19	18255419	-	ENSG00000285188	protein_coding
chr19	18248200	-	PDE4C	protein_coding
chr19	18255362	-	ENSG00000284797	protein_coding
chr19	18274500	-	IQCN	protein_coding
chr19	18281622	-	JUND	protein_coding
chr19	18323112	-	LSM4	protein_coding
chr19	18340598	+	PGPEP1	protein_coding
chr19	18374731	+	GDF15	protein_coding
chr19	18397622	-	LRRC25	protein_coding
chr19	18418864	+	SSBP4	protein_coding
chr19	18438167	-	ISYNA1	protein_coding
chr19	18522116	-	ELL	protein_coding
chr19	18544077	-	FKBP8	protein_coding
chr19	18557762	+	KXD1	protein_coding
chr19	18571730	+	UBA52	protein_coding
chr19	18607741	-	CRLF1	protein_coding
chr19	18588685	+	REX1BD	protein_coding
chr19	18607430	+	TMEM59L	protein_coding
chr19	18637025	+	KLHL26	protein_coding
chr19	18683678	+	CRTC1	protein_coding
chr19	18791305	-	COMP	protein_coding
chr19	18831959	+	UPF1	protein_coding
chr19	18896158	-	GDF1	protein_coding
chr19	18896727	-	CERS1	protein_coding
chr19	18919387	-	COPE	protein_coding
chr19	18934397	-	ENSG00000268193	protein_coding
chr19	18919705	+	DDX49	protein_coding
chr19	18941261	-	HOMER3	protein_coding
chr19	19034023	-	SUGP2	protein_coding
chr19	19033575	+	ARMC6	protein_coding
chr19	19063994	+	SLC25A42	protein_coding
chr19	19138513	-	TMEM161A	protein_coding
chr19	19192131	-	MEF2B	protein_coding
chr19	19192158	-	BORCS8-MEF2B	protein_coding
chr19	19192591	-	BORCS8	protein_coding
chr19	19192229	+	RFXANK	protein_coding
chr19	19203414	-	NR2C2AP	protein_coding
chr19	19211958	+	NCAN	protein_coding
chr19	19262804	-	HAPLN4	protein_coding
chr19	19273391	-	TM6SF2	protein_coding
chr19	19320509	-	SUGP1	protein_coding
chr19	19320829	+	MAU2	protein_coding
chr19	19385826	+	GATAD2A	protein_coding
chr19	19515548	-	TSSK6	protein_coding
chr19	19515736	+	NDUFA13	protein_coding
chr19	19516227	+	ENSG00000258674	protein_coding
chr19	19528861	+	YJEFN3	protein_coding
chr19	19538248	+	CILP2	protein_coding
chr19	19618693	-	PBX4	protein_coding
chr19	19628930	-	LPAR2	protein_coding
chr19	19643657	-	GMIP	protein_coding
chr19	19663676	-	ATP13A1	protein_coding
chr19	19668796	+	ZNF101	protein_coding
chr19	19733112	-	ZNF14	protein_coding
chr19	19821751	-	ZNF506	protein_coding
chr19	19865882	+	ZNF253	protein_coding
chr19	19900913	+	ZNF93	protein_coding
chr19	20039505	-	ZNF682	protein_coding
chr19	20077994	+	ZNF90	protein_coding
chr19	20167214	+	ZNF486	protein_coding
chr19	20565809	-	ZNF737	protein_coding
chr19	20661596	-	ZNF626	protein_coding
chr19	20776304	+	ZNF66	protein_coding
chr19	20923222	+	ZNF85	protein_coding
chr19	21020634	+	ZNF430	protein_coding
chr19	21082159	+	ZNF714	protein_coding
chr19	21142024	+	ZNF431	protein_coding
chr19	21329425	-	ZNF708	protein_coding
chr19	21358930	+	ZNF738	protein_coding
chr19	21397119	+	ZNF493	protein_coding
chr19	21405159	+	ENSG00000269237	protein_coding
chr19	21496682	+	ZNF429	protein_coding
chr19	21767579	-	ZNF100	protein_coding
chr19	21852125	-	ZNF43	protein_coding
chr19	22010949	-	ZNF208	protein_coding
chr19	22052430	+	ZNF257	protein_coding
chr19	22215801	-	ZNF676	protein_coding
chr19	22286441	+	ZNF729	protein_coding
chr19	22532485	-	ZNF98	protein_coding
chr19	22634324	+	ZNF492	protein_coding
chr19	22784151	-	ZNF99	protein_coding
chr19	22832291	+	ZNF723	protein_coding
chr19	23003176	-	ZNF728	protein_coding
chr19	23075210	+	ZNF730	protein_coding
chr19	23250394	-	ZNF724	protein_coding
chr19	23274221	-	ENSG00000283201	protein_coding
chr19	23395471	-	ZNF91	protein_coding
chr19	23687220	-	ZNF675	protein_coding
chr19	23758891	-	ZNF681	protein_coding
chr19	23762944	+	RPSA2	protein_coding
chr19	23914876	+	ZNF726	protein_coding
chr19	24033405	+	ZNF254	protein_coding
chr19	29213151	-	UQCRFS1	protein_coding
chr19	29525994	+	VSTM2B	protein_coding
chr19	29606283	+	POP4	protein_coding
chr19	29665459	+	PLEKHF1	protein_coding
chr19	29715789	-	C19orf12	protein_coding
chr19	29811991	+	CCNE1	protein_coding
chr19	29923644	+	URI1	protein_coding
chr19	30224891	+	ZNF536	protein_coding
chr19	31349436	-	TSHZ3	protein_coding
chr19	32345594	+	ZNF507	protein_coding
chr19	32405543	+	DPY19L3	protein_coding
chr19	32581190	+	PDCD5	protein_coding
chr19	32676597	-	ANKRD27	protein_coding
chr19	32675848	+	RGS9BP	protein_coding
chr19	32691821	+	NUDT19	protein_coding
chr19	32719753	+	TDRD12	protein_coding
chr19	32869767	-	SLC7A9	protein_coding
chr19	32971991	-	CEP89	protein_coding
chr19	32972209	+	FAAP24	protein_coding
chr19	33064888	-	RHPN2	protein_coding
chr19	33080899	+	GPATCH1	protein_coding
chr19	33132090	+	WDR88	protein_coding
chr19	33177603	+	LRP3	protein_coding
chr19	33225850	-	SLC7A10	protein_coding
chr19	33302534	-	CEBPA	protein_coding
chr19	33373685	+	CEBPG	protein_coding
chr19	33521823	-	PEPD	protein_coding
chr19	33621953	+	CHST8	protein_coding
chr19	33795933	+	KCTD15	protein_coding
chr19	34172504	+	LSM14A	protein_coding
chr19	34254552	+	GARRE1	protein_coding
chr19	34359480	+	GPI	protein_coding
chr19	34396315	+	ENSG00000266953	protein_coding
chr19	34404399	+	PDCD2L	protein_coding
chr19	34428352	+	UBA2	protein_coding
chr19	34481758	+	WTIP	protein_coding
chr19	34677159	-	SCGB2B2	protein_coding
chr19	34677639	+	ZNF302	protein_coding
chr19	34734155	+	ZNF181	protein_coding
chr19	34773229	-	ZNF599	protein_coding
chr19	34926903	+	ZNF30	protein_coding
chr19	34964229	-	ZNF792	protein_coding
chr19	34994784	+	GRAMD1A	protein_coding
chr19	35030470	+	SCN1B	protein_coding
chr19	35040506	+	HPN	protein_coding
chr19	35106510	+	ENSG00000285526	protein_coding
chr19	35115823	+	FXYD3	protein_coding
chr19	35142451	-	LGI4	protein_coding
chr19	35138824	+	FXYD1	protein_coding
chr19	35143250	+	FXYD7	protein_coding
chr19	35154730	+	FXYD5	protein_coding
chr19	35228739	-	FAM187B	protein_coding
chr19	35248330	+	LSR	protein_coding
chr19	35268962	+	USF2	protein_coding
chr19	35280716	+	HAMP	protein_coding
chr19	35292125	+	MAG	protein_coding
chr19	35319261	+	CD22	protein_coding
chr19	35347902	+	FFAR1	protein_coding
chr19	35358460	+	FFAR3	protein_coding
chr19	35371068	+	GPR42	protein_coding
chr19	35443907	+	FFAR2	protein_coding
chr19	35495558	-	KRTDAP	protein_coding
chr19	35513658	-	DMKN	protein_coding
chr19	35528351	-	SBSN	protein_coding
chr19	35533455	+	GAPDHS	protein_coding
chr19	35545600	+	TMEM147	protein_coding
chr19	35563658	-	ATP4A	protein_coding
chr19	35586161	+	PMIS2	protein_coding
chr19	35612735	+	HAUS5	protein_coding
chr19	35629030	+	RBM42	protein_coding
chr19	35641745	+	ETV2	protein_coding
chr19	35648323	+	COX6B1	protein_coding
chr19	35666517	+	UPK1A	protein_coding
chr19	35704558	+	ZBTB32	protein_coding
chr19	35717973	+	KMT2B	protein_coding
chr19	35742453	-	IGFLR1	protein_coding
chr19	35745432	-	ENSG00000267120	protein_coding
chr19	35745445	-	U2AF1L4	protein_coding
chr19	35745600	+	PSENEN	protein_coding
chr19	35745678	+	ENSG00000188223	protein_coding
chr19	35748361	+	LIN37	protein_coding
chr19	35758079	-	HSPB6	protein_coding
chr19	35758143	+	PROSER3	protein_coding
chr19	35774532	+	ARHGAP33	protein_coding
chr19	35813299	-	PRODH2	protein_coding
chr19	35869287	-	NPHS1	protein_coding
chr19	35855861	+	KIRREL2	protein_coding
chr19	35867899	+	APLP1	protein_coding
chr19	35902303	-	NFKBID	protein_coding
chr19	35902529	+	HCST	protein_coding
chr19	35908295	-	TYROBP	protein_coding
chr19	35935358	+	LRFN3	protein_coding
chr19	35995188	+	SDHAF1	protein_coding
chr19	36008813	-	SYNE4	protein_coding
chr19	36014239	-	ALKBH6	protein_coding
